ticker,cik,accession_number,period_end,form_type,status,sections_located,sections_total,fill_rate,attempts,last_error,updated_at
CVX,93410,0000093410-25-000108,2025-09-30,10-Q,staged,2,3,0.44,0,,2026-06-15T20:20:21Z
CVX,93410,0000093410-26-000078,2025-12-31,10-K,staged,1,3,0.15,0,,2026-06-15T20:20:21Z
CVX,93410,0000093410-26-000113,2026-03-31,10-Q,staged,3,3,1.00,0,,2026-06-15T20:20:21Z
D,715957,0000950170-25-061558,2025-03-31,10-Q,staged,3,3,1.00,0,,2026-06-15T20:20:21Z
D,715957,0000950170-25-101177,2025-06-30,10-Q,staged,2,3,0.45,0,,2026-06-15T20:20:21Z
D,715957,0001193125-25-260246,2025-09-30,10-Q,staged,2,3,0.45,0,,2026-06-15T20:20:21Z
D,715957,0001193125-26-063120,2025-12-31,10-K,staged,2,3,0.39,0,,2026-06-15T20:20:21Z
D,715957,0001193125-26-200275,2026-03-31,10-Q,staged,2,3,0.50,0,,2026-06-15T20:20:21Z
DAL,27904,0000027904-25-000007,2025-03-31,10-Q,staged,2,3,0.12,0,,2026-06-15T20:20:21Z
DAL,27904,0000027904-25-000012,2025-06-30,10-Q,staged,2,3,0.12,0,,2026-06-15T20:20:21Z
DAL,27904,0000027904-25-000020,2025-09-30,10-Q,staged,2,3,0.12,0,,2026-06-15T20:20:21Z
DAL,27904,0000027904-26-000013,2025-12-31,10-K,staged,3,3,1.00,0,,2026-06-15T20:20:21Z
DAL,27904,0000027904-26-000022,2026-03-31,10-Q,staged,1,3,0.07,0,,2026-06-15T20:20:21Z
DASH,1792789,0001628280-25-023171,2025-03-31,10-Q,committed,2,3,0.29,0,,2026-06-16T00:22:21Z
DASH,1792789,0001792789-25-000012,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-16T00:22:21Z
DASH,1792789,0001792789-25-000020,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-16T00:22:21Z
DASH,1792789,0001792789-26-000035,2025-12-31,10-K/A,committed,1,3,0.04,0,,2026-06-16T00:22:21Z
DASH,1792789,0001792789-26-000013,2025-12-31,10-K,committed,2,3,0.21,0,,2026-06-16T00:22:21Z
DASH,1792789,0001792789-26-000037,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T00:22:21Z
DD,1666700,0001666700-25-000020,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T00:22:22Z
DD,1666700,0001666700-25-000043,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-16T00:22:22Z
DD,1666700,0001666700-25-000061,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-16T00:22:22Z
DD,1666700,0001666700-26-000013,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-16T00:22:22Z
DD,1666700,0001666700-26-000031,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T00:22:22Z
DDOG,1561550,0001561550-25-000123,2025-03-31,10-Q,staged,2,3,0.27,0,,2026-06-16T00:22:22Z
DDOG,1561550,0001561550-25-000220,2025-06-30,10-Q,staged,2,3,0.27,0,,2026-06-16T00:22:22Z
DDOG,1561550,0001561550-25-000313,2025-09-30,10-Q,staged,2,3,0.27,0,,2026-06-16T00:22:22Z
DDOG,1561550,0001628280-26-008819,2025-12-31,10-K,staged,3,3,1.00,0,,2026-06-16T00:22:22Z
DDOG,1561550,0001628280-26-032328,2026-03-31,10-Q,staged,2,3,0.52,0,,2026-06-16T00:22:22Z
DE,315189,0001558370-25-001714,2025-01-26,10-Q,committed,2,3,0.57,0,,2026-06-16T04:20:48Z
DE,315189,0001558370-25-008218,2025-04-27,10-Q,committed,2,3,0.57,0,,2026-06-16T04:20:48Z
DE,315189,0001558370-25-011789,2025-07-27,10-Q,committed,2,3,0.57,0,,2026-06-16T04:20:48Z
DE,315189,0001104659-25-122321,2025-11-02,10-K,committed,2,3,0.50,0,,2026-06-16T04:20:48Z
DE,315189,0001104659-26-020158,2026-02-01,10-Q,committed,2,3,0.57,0,,2026-06-16T04:20:48Z
DE,315189,0001104659-26-067311,2026-05-03,10-Q,committed,2,3,0.57,0,,2026-06-16T04:20:48Z
DECK,910521,0000910521-25-000017,2025-03-31,10-K,committed,3,3,1.00,0,,2026-06-16T04:20:49Z
DECK,910521,0000910521-25-000037,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-16T04:20:49Z
DECK,910521,0000910521-25-000044,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-16T04:20:49Z
DECK,910521,0000910521-26-000005,2025-12-31,10-Q,committed,3,3,1.00,0,,2026-06-16T04:20:49Z
DECK,910521,0001628280-26-037664,2026-03-31,10-K,committed,2,3,0.52,0,,2026-06-16T04:20:49Z
DELL,1571996,0001571996-25-000034,2025-01-31,10-K,committed,3,3,1.00,0,,2026-06-16T04:20:50Z
DELL,1571996,0001571996-25-000063,2025-05-02,10-Q,committed,3,3,1.00,0,,2026-06-16T04:20:50Z
DELL,1571996,0001571996-25-000102,2025-08-01,10-Q,committed,3,3,1.00,0,,2026-06-16T04:20:50Z
DELL,1571996,0001571996-25-000127,2025-10-31,10-Q,committed,3,3,1.00,0,,2026-06-16T04:20:50Z
DELL,1571996,0001571996-26-000008,2026-01-30,10-K,committed,3,3,1.00,0,,2026-06-16T04:20:50Z
DELL,1571996,0001571996-26-000030,2026-05-01,10-Q,committed,3,3,1.00,0,,2026-06-16T04:20:50Z
DG,29534,0001558370-25-003413,2025-01-31,10-K,staged,3,3,1.00,0,,2026-06-16T08:21:00Z
DG,29534,0001558370-25-008354,2025-05-02,10-Q,staged,2,3,0.00,0,,2026-06-16T08:21:00Z
DG,29534,0001558370-25-011786,2025-08-01,10-Q,staged,2,3,0.00,0,,2026-06-16T08:21:00Z
DG,29534,0001104659-25-118289,2025-10-31,10-Q,staged,2,3,0.00,0,,2026-06-16T08:21:00Z
DG,29534,0001104659-26-032325,2026-01-30,10-K,staged,3,3,1.00,0,,2026-06-16T08:21:00Z
DG,29534,0001104659-26-069205,2026-05-01,10-Q,staged,2,3,0.00,0,,2026-06-16T08:21:00Z
DGX,1022079,0001022079-25-000120,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T08:21:01Z
DGX,1022079,0001022079-25-000175,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-16T08:21:01Z
DGX,1022079,0001022079-25-000218,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-16T08:21:01Z
DGX,1022079,0001022079-26-000015,2025-12-31,10-K,committed,2,3,0.56,0,,2026-06-16T08:21:01Z
DGX,1022079,0001022079-26-000043,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T08:21:01Z
DHI,882184,0000882184-25-000024,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T08:21:02Z
DHI,882184,0000882184-25-000040,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-16T08:21:02Z
DHI,882184,0000882184-25-000081,2025-09-30,10-K,committed,3,3,1.00,0,,2026-06-16T08:21:02Z
DHI,882184,0000882184-26-000014,2025-12-31,10-Q,committed,3,3,1.00,0,,2026-06-16T08:21:02Z
DHI,882184,0000882184-26-000081,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T08:21:02Z
DHR,313616,0000313616-25-000088,2025-03-28,10-Q,committed,3,3,1.00,0,,2026-06-16T12:30:50Z
DHR,313616,0000313616-25-000153,2025-06-27,10-Q,committed,3,3,1.00,0,,2026-06-16T12:30:50Z
DHR,313616,0000313616-25-000182,2025-09-26,10-Q,committed,3,3,1.00,0,,2026-06-16T12:30:50Z
DHR,313616,0000313616-26-000062,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-16T12:30:50Z
DHR,313616,0000313616-26-000107,2026-03-27,10-Q,committed,3,3,1.00,0,,2026-06-16T12:30:50Z
DIS,1744489,0001744489-25-000098,2025-03-29,10-Q,committed,3,3,1.00,0,,2026-06-16T12:30:51Z
DIS,1744489,0001744489-25-000136,2025-06-28,10-Q,committed,2,3,0.63,0,,2026-06-16T12:30:51Z
DIS,1744489,0001744489-25-000155,2025-09-27,10-K,committed,3,3,1.00,0,,2026-06-16T12:30:51Z
DIS,1744489,0001744489-26-000019,2025-12-27,10-Q,committed,2,3,0.48,0,,2026-06-16T12:30:51Z
DIS,1744489,0001744489-26-000037,2026-03-28,10-Q,committed,2,3,0.48,0,,2026-06-16T12:30:51Z
DLTR,935703,0000935703-25-000015,2025-02-01,10-K,committed,3,3,1.00,0,,2026-06-16T12:30:51Z
DLTR,935703,0000935703-25-000026,2025-05-03,10-Q,committed,3,3,1.00,0,,2026-06-16T12:30:51Z
DLTR,935703,0000935703-25-000061,2025-08-02,10-Q,committed,3,3,1.00,0,,2026-06-16T12:30:51Z
DLTR,935703,0000935703-25-000105,2025-11-01,10-Q,committed,3,3,1.00,0,,2026-06-16T12:30:51Z
DLTR,935703,0000935703-26-000025,2026-01-31,10-K,committed,3,3,1.00,0,,2026-06-16T12:30:51Z
DLTR,935703,0000935703-26-000065,2026-05-02,10-Q,committed,3,3,1.00,0,,2026-06-16T12:30:51Z
DOV,29905,0000029905-25-000014,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:36Z
DOV,29905,0000029905-25-000024,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:36Z
DOV,29905,0000029905-25-000034,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:36Z
DOV,29905,0000029905-26-000009,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-16T16:24:36Z
DOV,29905,0000029905-26-000015,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:36Z
DOW,1751788,0001751788-25-000129,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:37Z
DOW,1751788,0001751788-25-000145,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:37Z
DOW,1751788,0001751788-25-000156,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:37Z
DOW,1751788,0001751788-26-000018,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-16T16:24:37Z
DOW,1751788,0001751788-26-000134,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:37Z
DPZ,1286681,0000950170-25-058940,2025-03-23,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:38Z
DPZ,1286681,0000950170-25-097064,2025-06-15,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:38Z
DPZ,1286681,0001193125-25-237878,2025-09-07,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:38Z
DPZ,1286681,0001193125-26-062321,2025-12-28,10-K,committed,2,3,0.35,0,,2026-06-16T16:24:38Z
DPZ,1286681,0001286681-26-000025,2026-03-22,10-Q,committed,3,3,1.00,0,,2026-06-16T16:24:38Z
DRI,940944,0000940944-25-000018,2025-02-23,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:52Z
DRI,940944,0000940944-25-000038,2025-05-25,10-K,committed,2,3,0.56,0,,2026-06-16T20:20:52Z
DRI,940944,0000940944-25-000054,2025-08-24,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:52Z
DRI,940944,0000940944-25-000071,2025-11-23,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:52Z
DRI,940944,0000940944-26-000009,2026-02-22,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:52Z
DTE,936340,0000936340-25-000097,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:54Z
DTE,936340,0000936340-25-000182,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:54Z
DTE,936340,0000936340-25-000223,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:54Z
DTE,936340,0000936340-26-000054,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-16T20:20:54Z
DTE,936340,0000936340-26-000081,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:54Z
DUK,1326160,0001326160-25-000150,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:55Z
DUK,1326160,0001326160-25-000168,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:55Z
DUK,1326160,0001326160-25-000192,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:55Z
DUK,1326160,0001326160-26-000014,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-16T20:20:55Z
DUK,1326160,0001326160-26-000026,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-16T20:20:55Z
DVA,927066,0000927066-25-000087,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:10Z
DVA,927066,0000927066-25-000124,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:10Z
DVA,927066,0000927066-25-000165,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:10Z
DVA,927066,0000927066-26-000012,2025-12-31,10-K,committed,2,3,0.42,0,,2026-06-17T00:34:10Z
DVA,927066,0000927066-26-000062,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:10Z
DVN,1090012,0000950170-25-065278,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:10Z
DVN,1090012,0000950170-25-103695,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:10Z
DVN,1090012,0001193125-25-268574,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:10Z
DVN,1090012,0001104659-26-046005,2025-12-31,10-K/A,committed,0,3,0.00,0,,2026-06-17T00:34:10Z
DVN,1090012,0001193125-26-056485,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-17T00:34:10Z
DVN,1090012,0001193125-26-208143,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:10Z
DXCM,1093557,0001093557-25-000113,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:11Z
DXCM,1093557,0001093557-25-000243,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:11Z
DXCM,1093557,0001093557-25-000280,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:11Z
DXCM,1093557,0001093557-26-000027,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-17T00:34:11Z
DXCM,1093557,0001093557-26-000073,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T00:34:11Z
EA,712515,0000712515-25-000022,2025-03-31,10-K,committed,3,3,1.00,0,,2026-06-17T04:20:26Z
EA,712515,0000712515-25-000030,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T04:20:26Z
EA,712515,0001628280-25-047811,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T04:20:26Z
EA,712515,0001628280-26-005101,2025-12-31,10-Q,committed,3,3,1.00,0,,2026-06-17T04:20:26Z
EA,712515,0001628280-26-033617,2026-03-31,10-K,committed,3,3,1.00,0,,2026-06-17T04:20:26Z
EBAY,1065088,0001065088-25-000064,2025-03-31,10-Q/A,committed,3,3,1.00,0,,2026-06-17T04:20:28Z
EBAY,1065088,0001065088-25-000061,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T04:20:28Z
EBAY,1065088,0001065088-25-000077,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T04:20:28Z
EBAY,1065088,0001065088-25-000127,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T04:20:28Z
EBAY,1065088,0001065088-26-000027,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-17T04:20:28Z
EBAY,1065088,0001065088-26-000093,2026-03-31,10-Q,committed,2,3,0.59,0,,2026-06-17T04:20:28Z
ECL,31462,0001558370-25-006969,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T04:20:29Z
ECL,31462,0001558370-25-010768,2025-06-30,10-Q,committed,2,3,0.42,0,,2026-06-17T04:20:29Z
ECL,31462,0001104659-25-104386,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T04:20:29Z
ECL,31462,0001104659-26-018357,2025-12-31,10-K,committed,2,3,0.31,0,,2026-06-17T04:20:29Z
ECL,31462,0001104659-26-056737,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T04:20:29Z
ED,1047862,0001047862-25-000045,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T08:20:39Z
ED,1047862,0001047862-25-000069,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T08:20:39Z
ED,1047862,0001047862-25-000138,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T08:20:39Z
ED,1047862,0001047862-26-000031,2025-12-31,10-K,committed,2,3,0.20,0,,2026-06-17T08:20:39Z
ED,1047862,0001047862-26-000091,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T08:20:39Z
EFX,33185,0000033185-25-000042,2025-03-31,10-Q,committed,3,3,n/a,0,,2026-06-17T08:20:39Z
EFX,33185,0000033185-25-000054,2025-06-30,10-Q,committed,3,3,n/a,0,,2026-06-17T08:20:39Z
EFX,33185,0000033185-25-000064,2025-09-30,10-Q,committed,3,3,n/a,0,,2026-06-17T08:20:39Z
EFX,33185,0000033185-26-000010,2025-12-31,10-K,committed,2,3,0.50,0,,2026-06-17T08:20:39Z
EFX,33185,0000033185-26-000018,2026-03-31,10-Q,committed,3,3,n/a,0,,2026-06-17T08:20:39Z
EIX,827052,0000827052-25-000043,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T08:20:41Z
EIX,827052,0000827052-25-000074,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T08:20:41Z
EIX,827052,0000827052-25-000100,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T08:20:41Z
EIX,827052,0000827052-26-000012,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-17T08:20:41Z
EIX,827052,0000827052-26-000042,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T08:20:41Z
EL,1001250,0001001250-25-000060,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T12:27:38Z
EL,1001250,0001001250-25-000099,2025-06-30,10-K,committed,3,3,1.00,0,,2026-06-17T12:27:38Z
EL,1001250,0001001250-25-000109,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T12:27:38Z
EL,1001250,0001001250-26-000006,2025-12-31,10-Q,committed,3,3,1.00,0,,2026-06-17T12:27:38Z
EL,1001250,0001001250-26-000019,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T12:27:38Z
ELV,1156039,0001156039-25-000057,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T12:24:13Z
ELV,1156039,0001156039-25-000114,2025-06-30,10-Q,committed,2,3,0.15,0,,2026-06-17T12:24:13Z
ELV,1156039,0001156039-25-000136,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T12:24:13Z
ELV,1156039,0001156039-26-000013,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-17T12:24:13Z
ELV,1156039,0001156039-26-000043,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T12:24:13Z
EME,1053507,0001053507-25-000102,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T12:24:13Z
EME,1053507,0001053507-25-000120,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T12:24:13Z
EME,1053507,0001053507-25-000149,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T12:24:13Z
EME,1053507,0001053507-26-000035,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-17T12:24:13Z
EME,1053507,0001053507-26-000099,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T12:24:13Z
EMR,32604,0000032604-25-000064,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:05Z
EMR,32604,0000032604-25-000076,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:05Z
EMR,32604,0000032604-25-000087,2025-09-30,10-K,committed,2,3,0.50,0,,2026-06-17T16:20:05Z
EMR,32604,0000032604-26-000007,2025-12-31,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:05Z
EMR,32604,0000032604-26-000035,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:05Z
EOG,821189,0000821189-25-000022,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:06Z
EOG,821189,0000821189-25-000070,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:06Z
EOG,821189,0000821189-25-000131,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:06Z
EOG,821189,0000821189-26-000054,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-17T16:20:06Z
EOG,821189,0000821189-26-000104,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:06Z
EPAM,1352010,0001352010-25-000015,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:07Z
EPAM,1352010,0001352010-25-000029,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:07Z
EPAM,1352010,0001352010-25-000056,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T16:20:07Z
EPAM,1352010,0001352010-26-000015,2025-12-31,10-K,committed,1,3,0.30,0,,2026-06-17T16:20:07Z
EPAM,1352010,0001352010-26-000029,2026-03-31,10-Q,committed,2,3,0.52,0,,2026-06-17T16:20:07Z
EQT,33213,0000033213-25-000023,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T20:21:13Z
EQT,33213,0000033213-25-000033,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-17T20:21:13Z
EQT,33213,0000033213-25-000049,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-17T20:21:13Z
EQT,33213,0000033213-26-000018,2025-12-31,10-K,committed,2,3,0.14,0,,2026-06-17T20:21:13Z
EQT,33213,0000033213-26-000030,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-17T20:21:13Z
ES,72741,0000072741-25-000011,2025-03-31,10-Q,staged,2,3,0.42,0,,2026-06-17T20:21:13Z
ES,72741,0001628280-25-037369,2025-06-30,10-Q,staged,2,3,0.42,0,,2026-06-17T20:21:13Z
ES,72741,0001628280-25-050033,2025-09-30,10-Q,staged,1,3,0.15,0,,2026-06-17T20:21:13Z
ES,72741,0001628280-26-008461,2025-12-31,10-K,staged,2,3,0.45,0,,2026-06-17T20:21:13Z
ES,72741,0001628280-26-032278,2026-03-31,10-Q,staged,2,3,0.42,0,,2026-06-17T20:21:13Z
ETN,1551182,0001551182-25-000014,2025-03-31,10-Q,staged,2,3,0.44,0,,2026-06-17T20:21:13Z
ETN,1551182,0001551182-25-000028,2025-06-30,10-Q,staged,2,3,0.42,0,,2026-06-17T20:21:13Z
ETN,1551182,0001551182-25-000036,2025-09-30,10-Q,staged,2,3,0.44,0,,2026-06-17T20:21:13Z
ETN,1551182,0001551182-26-000007,2025-12-31,10-K,staged,3,3,1.00,0,,2026-06-17T20:21:13Z
ETN,1551182,0001551182-26-000013,2026-03-31,10-Q,staged,1,3,0.10,0,,2026-06-17T20:21:13Z
ETR,65984,0000065984-25-000046,2025-03-31,10-Q,staged,1,3,0.17,0,,2026-06-18T00:19:30Z
ETR,65984,0000065984-25-000087,2025-06-30,10-Q,staged,1,3,0.17,0,,2026-06-18T00:19:30Z
ETR,65984,0000065984-25-000132,2025-09-30,10-Q,staged,1,3,0.17,0,,2026-06-18T00:19:30Z
ETR,65984,0000065984-26-000174,2025-12-31,10-K,staged,2,3,0.35,0,,2026-06-18T00:19:30Z
ETR,65984,0000065984-26-000222,2026-03-31,10-Q,staged,1,3,0.21,0,,2026-06-18T00:19:30Z
EVRG,1711269,0001711269-25-000010,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T00:19:30Z
EVRG,1711269,0001711269-25-000022,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T00:19:30Z
EVRG,1711269,0001711269-25-000041,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-18T00:19:30Z
EVRG,1711269,0001711269-26-000017,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-18T00:19:30Z
EVRG,1711269,0001711269-26-000057,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T00:19:30Z
EW,1099800,0001099800-25-000023,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T00:19:31Z
EW,1099800,0001099800-25-000048,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T00:19:31Z
EW,1099800,0001099800-25-000062,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-18T00:19:31Z
EW,1099800,0001099800-26-000009,2025-12-31,10-K,committed,2,3,0.52,0,,2026-06-18T00:19:31Z
EW,1099800,0001099800-26-000026,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T00:19:31Z
EXC,1109357,0001109357-25-000113,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:29Z
EXC,1109357,0001109357-25-000170,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:29Z
EXC,1109357,0001109357-25-000182,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:29Z
EXC,1109357,0001109357-26-000018,2025-12-31,10-K,committed,2,3,0.50,0,,2026-06-18T04:47:29Z
EXC,1109357,0001109357-26-000063,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:29Z
EXE,895126,0000895126-25-000053,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:29Z
EXE,895126,0000895126-25-000084,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:29Z
EXE,895126,0000895126-25-000098,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:29Z
EXE,895126,0000895126-26-000011,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-18T04:47:29Z
EXE,895126,0000895126-26-000028,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:29Z
EXPD,746515,0000950170-25-066562,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:30Z
EXPD,746515,0000746515-25-000007,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:30Z
EXPD,746515,0001193125-25-268710,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:30Z
EXPD,746515,0001193125-26-071569,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-18T04:47:30Z
EXPD,746515,0001193125-26-208834,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T04:47:30Z
EXPE,1324424,0001324424-25-000028,2025-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T08:19:54Z
EXPE,1324424,0001324424-25-000042,2025-06-30,10-Q,committed,3,3,1.00,0,,2026-06-18T08:19:54Z
EXPE,1324424,0001324424-25-000051,2025-09-30,10-Q,committed,3,3,1.00,0,,2026-06-18T08:19:54Z
EXPE,1324424,0001324424-26-000008,2025-12-31,10-K,committed,3,3,1.00,0,,2026-06-18T08:19:54Z
EXPE,1324424,0001324424-26-000035,2026-03-31,10-Q,committed,3,3,1.00,0,,2026-06-18T08:19:54Z
F,37996,0000037996-25-000072,2025-03-31,10-Q,committed,2,2,1.00,0,,2026-06-18T08:19:54Z
F,37996,0000037996-25-000147,2025-06-30,10-Q,committed,2,2,1.00,0,,2026-06-18T08:19:54Z
F,37996,0000037996-25-000186,2025-09-30,10-Q,committed,2,2,1.00,0,,2026-06-18T08:19:54Z
F,37996,0000037996-26-000015,2025-12-31,10-K,committed,2,2,1.00,0,,2026-06-18T08:19:54Z
